c21,348.8985543809831
c9,263.21349312504753
c15,261.82742010289803
c5,299.9315331040416
c2,301.0603176129516
c28,246.0552555010654
c13,310.3281098061707
c24,294.4873321899213
c11,302.5919173909351
c23,320.50470771617256
c7,308.48950970801525
c25,279.9972888089251
c19,270.84020573995076
c0,263.60674851597287
c6,215.94355792505667
c10,243.90705218398944
c27,315.6165281808935
c29,282.5841468011495
c14,243.95973862498067
c4,291.2311956649646
c3,312.50978798791766
c26,330.7525181188248
c1,277.26408984302543
c17,278.9921402800828
c20,316.0514611368999
c8,273.3489884650335
c22,310.0349601388443
c16,315.3689075601287
c12,292.5570734660141
c18,325.9940851239953
c6,279.93263683700934
c9,273.72734613902867
c10,246.32914973213337
c19,231.84986689593643
c11,298.10633448907174
c12,246.3988826170098
c8,281.08059137291275
c15,228.75530682108365
c27,290.62914177798666
c25,308.53339487616904
c2,331.41891989600845
c28,250.14020855608396
c4,332.1324611841701
c23,288.0917134829797
c13,303.8832250479609
c16,299.6974097280763
c22,301.8365614518989
c20,299.87786577804945
c0,245.91650211880915
c29,249.10100937099196
c7,302.0798934509512
c18,311.15259001404047
c14,234.65887247002684
c3,296.81935155391693
c17,270.35510002006777
c5,288.67253860784695
c1,283.75020357989706
c21,335.6381013591308
c24,323.2880311429035
c26,288.46031973394565
c27,335.47698366618715
c14,251.42838438693434
c0,258.9111157678999
c13,298.6338259149343
c9,251.36536948895082
c21,277.57532536704093
c23,247.13478500419296
c25,300.9310493587982
c16,264.8734598220326
c20,280.07155659096316
c3,316.84664569585584
c4,307.56269903993234
c26,284.41489443788305
c18,273.75610320991836
c6,242.0495333459694
c17,251.2043845599983
c24,295.39074156899005
c7,264.10631426400505
c19,250.9376919339411
c28,222.59285032795742
c15,251.9784670569934
c29,239.18303817720152
c2,296.1070702399593
c12,222.34941617306322
c22,279.2877828371711
c10,235.53086790116504
c11,287.7324405380059
c5,280.31842172308825
c8,258.3210974819958
c1,318.2467178169172
