c6,326.59894782095216
c13,237.96579554793425
c10,247.45629310212098
c9,243.7590693209786
c2,233.36615018290468
c8,225.16279842797667
c4,259.5668847928755
c12,232.76726669305936
c11,246.3669041879475
c7,232.89330500201322
c1,223.5498655210249
c0,222.9309755580034
c3,224.98336707102135
c5,217.65960189816542
c0,218.6318117280025
c9,230.21250711916946
c6,233.0614121069666
c12,237.50640124105848
c4,274.657886544941
c2,220.52626901702024
c13,238.78947959910147
c3,239.08520035608672
c8,230.69561390508898
c5,215.27955517498776
c7,217.1833303112071
c1,223.296696028905
c11,237.87281847093254
c10,243.9244090958964
c4,275.94306879886426
c7,217.06684825196862
c0,218.4692410910502
c13,235.2070265370421
c12,249.92854074807838
c6,234.55670298892073
c5,211.22181340795942
c10,229.0890660500154
c3,236.24920172104612
c11,237.0341597578954
c1,235.35268304194324
c9,239.55001584999263
c2,234.288875001017
c8,226.46129615488462
