c11,278.74553131498396
c3,266.3311289958656
c4,216.18819487816654
c7,245.69536000210792
c6,267.9960226630792
c13,272.6358326030895
c5,290.067389867967
c12,264.73001167713664
c10,281.9775366138201
c2,272.0350078539923
c1,261.9471270751674
c8,256.63454658794217
c9,265.64504659408703
c0,284.2516319109127
c11,255.93761728913523
c13,284.90684705087915
c4,228.0018293177709
c0,251.1706526069902
c6,261.2462002809625
c12,265.0816823269706
c1,267.39958797208965
c10,259.94986457307823
c8,265.6198481498286
c5,267.8709912658669
c3,249.38570157298818
c9,262.00757533707656
c2,270.03246312588453
c7,264.2266673138365
c2,250.24017436802387
c6,253.32203177013434
c10,262.80303602688946
c13,280.18965440499596
c12,287.83958871196955
c1,271.5147597969044
c4,227.4810518398881
c0,249.682550705038
c9,211.38173738890328
c8,210.84893971402198
c7,250.47689049714245
c11,264.60512576205656
c3,264.08513816515915
c5,258.59218169003725
